# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageHits,1776555036961000000,1776555096967000000,0
DirectByteBufferAllocator.reclaimed,1776555036961000000,1776555096967000000,18
StorageLockContext.competingThreads.avg,1776555036961000000,1776555096967000000,0.0
FilePageCache.capacityInBytes,1776555036961000000,1776555096967000000,524288000
FilePageCache.pageFastCacheHits,1776555036961000000,1776555096967000000,22460
StreamlinedBlobStorage.recordsDeleted,1776555036961000000,1776555096967000000,0
StorageLockContext.competingThreads.90P,1776555036961000000,1776555096967000000,0
DirectByteBufferAllocator.hits,1776555036961000000,1776555096967000000,18
StreamlinedBlobStorage.recordsRelocated,1776555036961000000,1776555096967000000,0
DirectByteBufferAllocator.misses,1776555036961000000,1776555096967000000,257
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776555036961000000,1776555096967000000,364475
StreamlinedBlobStorage.recordsAllocated,1776555036961000000,1776555096967000000,5151
DirectByteBufferAllocator.disposed,1776555036961000000,1776555096967000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776555036961000000,1776555096967000000,0
FilePageCache.totalPageLoadsUs,1776555036961000000,1776555096967000000,270452
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776555036961000000,1776555096967000000,274759680
StorageLockContext.competingThreads.max,1776555036961000000,1776555096967000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1776555036961000000,1776555096967000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776555036961000000,1776555096967000000,101515
FilePageCache.maxCacheSizeInBytes,1776555036961000000,1776555096967000000,273719296
FilePageCache.maxRegisteredFiles,1776555036961000000,1776555096967000000,651
FilePageCache.uncachedFileAccess,1776555036961000000,1776555096967000000,164
FilePageCache.totalPageDisposalsUs,1776555036961000000,1776555096967000000,447
FilePageCache.pageLoads,1776555036961000000,1776555096967000000,275
FilePageCache.disposedBuffers,1776555036961000000,1776555096967000000,18
FileNameCache.fastMisses,1776555036961000000,1776555096967000000,14296
FileNameCache.queries,1776555036961000000,1776555096967000000,262035
FileNameCache.totalMisses,1776555036961000000,1776555096967000000,3768
JVM.GC.collectionTimesMs,1776555036961000000,1776555096967000000,74
JVM.GC.collections,1776555036961000000,1776555096967000000,23
OS.loadAverage,1776555036961000000,1776555096967000000,3.1376953125
JVM.threadCount,1776555036961000000,1776555096967000000,145
JVM.usedHeapBytes,1776555036961000000,1776555096967000000,439409472
JVM.totalCpuTimeMs,1776555036961000000,1776555096967000000,33967
JVM.maxNativeBytes,1776555036961000000,1776555096967000000,-1
JVM.usedNativeBytes,1776555036961000000,1776555096967000000,346472112
JVM.maxHeapBytes,1776555036961000000,1776555096967000000,2147483648
workspaceModel.moduleManagerBridge.get.modules.ms,1776555036961000000,1776555096967000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1776555036961000000,1776555096967000000,0
jps.apply.loaded.storage.ms,1776555036961000000,1776555096967000000,11
workspaceModel.save.cache.to.file.ms,1776555036961000000,1776555096967000000,14
jps.global.initialize.library.bridges.after.loading.ms,1776555036961000000,1776555096967000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776555036961000000,1776555096967000000,0
jps.save.global.entities.ms,1776555036961000000,1776555096967000000,2
workspaceModel.mutableEntityStorage.put.entity.ms,1776555036961000000,1776555096967000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776555036961000000,1776555096967000000,0
jps.facet.change.listener.before.change.events.ms,1776555036961000000,1776555096967000000,0
jps.storage.jps.conf.reader.load.component.ms,1776555036961000000,1776555096967000000,5
workspaceModel.mutableEntityStorage.collect.changes.ms,1776555036961000000,1776555096967000000,0
workspaceModel.orphan.listener.update.ms,1776555036961000000,1776555096967000000,1
jps.facet.change.listener.process.change.events.ms,1776555036961000000,1776555096967000000,1
jps.library.entities.serializer.load.entities.ms,1776555036961000000,1776555096967000000,0
jps.load.initial.state.ms,1776555036961000000,1776555096967000000,6
workspaceModel.mutableEntityStorage.referrers.ms,1776555036961000000,1776555096967000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776555036961000000,1776555096967000000,0
workspaceModel.global.apply.state.to.project.ms,1776555036961000000,1776555096967000000,14
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776555036961000000,1776555096967000000,37
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776555036961000000,1776555096967000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1776555036961000000,1776555096967000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776555036961000000,1776555096967000000,8
jps.module.iml.entities.serializer.save.entities.ms,1776555036961000000,1776555096967000000,0
workspaceModel.load.cache.from.file.ms,1776555036961000000,1776555096967000000,57
