# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.disposed,1776547640810000000,1776547700822000000,0
FilePageCache.pageHits,1776547640810000000,1776547700822000000,0
FilePageCache.disposedBuffers,1776547640810000000,1776547700822000000,18
StorageLockContext.competingThreads.max,1776547640810000000,1776547700822000000,0
FilePageCache.capacityInBytes,1776547640810000000,1776547700822000000,524288000
StorageLockContext.competingThreads.avg,1776547640810000000,1776547700822000000,0.0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776547640810000000,1776547700822000000,364195
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776547640810000000,1776547700822000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1776547640810000000,1776547700822000000,0
StreamlinedBlobStorage.recordsAllocated,1776547640810000000,1776547700822000000,5147
FilePageCache.totalPageDisposalsUs,1776547640810000000,1776547700822000000,457
FilePageCache.maxCacheSizeInBytes,1776547640810000000,1776547700822000000,273711104
FilePageCache.pageLoads,1776547640810000000,1776547700822000000,274
FilePageCache.pageFastCacheHits,1776547640810000000,1776547700822000000,22386
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776547640810000000,1776547700822000000,101422
DirectByteBufferAllocator.hits,1776547640810000000,1776547700822000000,18
StreamlinedBlobStorage.recordsRelocated,1776547640810000000,1776547700822000000,0
StorageLockContext.competingThreads.90P,1776547640810000000,1776547700822000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776547640810000000,1776547700822000000,273711104
FilePageCache.uncachedFileAccess,1776547640810000000,1776547700822000000,164
StreamlinedBlobStorage.recordsDeleted,1776547640810000000,1776547700822000000,0
FilePageCache.totalPageLoadsUs,1776547640810000000,1776547700822000000,123168
DirectByteBufferAllocator.reclaimed,1776547640810000000,1776547700822000000,18
FilePageCache.maxRegisteredFiles,1776547640810000000,1776547700822000000,651
