# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDurationAvgMs,1776560910572000000,1776560970577000000,0.375
Indexes.stubs.lookups,1776560910572000000,1776560970577000000,24.0
Indexes.allKeys.lookups,1776560910572000000,1776560970577000000,0.0
Indexes.entries.lookups,1776560910572000000,1776560970577000000,39.0
VFSFlusher.totalContentionQuotaSpent,1776560910572000000,1776560970577000000,0
Indexes.allKeys.lookupDurationMaxMs,1776560910572000000,1776560970577000000,0.0
VFSFlusher.totalFlushesRetried,1776560910572000000,1776560970577000000,0
IndexesFlusher.totalFlushes,1776560910572000000,1776560970577000000,58
IndexesFlusher.totalContentionQuotaSpent,1776560910572000000,1776560970577000000,0
VFSFlusher.totalFlushingTimeUs,1776560910572000000,1776560970577000000,9048
Indexes.entries.lookupDurationAvgMs,1776560910572000000,1776560970577000000,0.20512820512820512
Indexes.entries.lookupDurationMaxMs,1776560910572000000,1776560970577000000,5.0
Indexes.allKeys.lookupDuration90PMs,1776560910572000000,1776560970577000000,0.0
IndexesFlusher.totalFlushingTimeUs,1776560910572000000,1776560970577000000,454308
Indexes.allKeys.lookupDurationAvgMs,1776560910572000000,1776560970577000000,0.0
Indexes.stubs.lookupDuration90PMs,1776560910572000000,1776560970577000000,1.0
IndexesFlusher.totalFlushesRetried,1776560910572000000,1776560970577000000,0
Indexes.stubs.lookupDurationMaxMs,1776560910572000000,1776560970577000000,6.0
Indexes.entries.lookupDuration90PMs,1776560910572000000,1776560970577000000,1.0
VFSFlusher.totalFlushes,1776560910572000000,1776560970577000000,3
workspaceModel.init.bridges.ms,1776560910572000000,1776560970577000000,0
workspaceModel.updates.ms,1776560910572000000,1776560970577000000,27
workspaceModel.initializing.ms,1776560910572000000,1776560970577000000,0
workspaceModel.replace.project.model.ms,1776560910572000000,1776560970577000000,0
workspaceModel.to.snapshot.ms,1776560910572000000,1776560970577000000,1
workspaceModel.updates.precise.ms,1776560910572000000,1776560970577000000,11
workspaceModel.loading.from.cache.ms,1776560910572000000,1776560970577000000,76
workspaceModel.update.unloaded.entities.ms,1776560910572000000,1776560970577000000,0
workspaceModel.check.recursive.update.ms,1776560910572000000,1776560970577000000,1
workspaceModel.pre.handlers.ms,1776560910572000000,1776560970577000000,1
workspaceModel.collect.changes.ms,1776560910572000000,1776560970577000000,0
workspaceModel.loading.total.ms,1776560910572000000,1776560970577000000,82
workspaceModel.updates.count,1776560910572000000,1776560970577000000,3
StreamlinedBlobStorage.recordsDeleted,1776560910572000000,1776560970577000000,0
StreamlinedBlobStorage.recordsRelocated,1776560910572000000,1776560970577000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776560910572000000,1776560970577000000,101519
DirectByteBufferAllocator.hits,1776560910572000000,1776560970577000000,18
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776560910572000000,1776560970577000000,0
StorageLockContext.competingThreads.max,1776560910572000000,1776560970577000000,0
StreamlinedBlobStorage.recordsAllocated,1776560910572000000,1776560970577000000,5151
StorageLockContext.competingThreads.avg,1776560910572000000,1776560970577000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1776560910572000000,1776560970577000000,0
FilePageCache.totalPageDisposalsUs,1776560910572000000,1776560970577000000,2045
FilePageCache.maxRegisteredFiles,1776560910572000000,1776560970577000000,651
DirectByteBufferAllocator.disposed,1776560910572000000,1776560970577000000,0
FilePageCache.maxCacheSizeInBytes,1776560910572000000,1776560970577000000,273719296
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776560910572000000,1776560970577000000,273719296
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776560910572000000,1776560970577000000,364475
FilePageCache.totalPageLoadsUs,1776560910572000000,1776560970577000000,106800
FilePageCache.disposedBuffers,1776560910572000000,1776560970577000000,18
FilePageCache.pageLoads,1776560910572000000,1776560970577000000,275
FilePageCache.uncachedFileAccess,1776560910572000000,1776560970577000000,164
DirectByteBufferAllocator.reclaimed,1776560910572000000,1776560970577000000,18
StorageLockContext.competingThreads.90P,1776560910572000000,1776560970577000000,0
FilePageCache.capacityInBytes,1776560910572000000,1776560970577000000,524288000
FilePageCache.pageFastCacheHits,1776560910572000000,1776560970577000000,21996
DirectByteBufferAllocator.misses,1776560910572000000,1776560970577000000,257
FilePageCache.pageHits,1776560910572000000,1776560970577000000,0
FileNameCache.fastMisses,1776560910572000000,1776560970577000000,14665
FileNameCache.queries,1776560910572000000,1776560970577000000,264032
FileNameCache.totalMisses,1776560910572000000,1776560970577000000,3766
AWTEventQueue.dispatchTimeAvgNs,1776560910572000000,1776560970577000000,340958.86934615823
FlushQueue.queueSizeAvg,1776560910572000000,1776560970577000000,21.79636888797194
FlushQueue.executionTimeMaxNs,1776560910572000000,1776560970577000000,216006655
NonBlockingReadAction.finalizedExecutionsCount,1776560910572000000,1776560970577000000,86
AWTEventQueue.eventsDispatched,1776560910572000000,1776560970577000000,17466
