# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.finalizedExecutionsCount,1776554863303000000,1776554923310000000,68
AWTEventQueue.dispatchTimeAvgNs,1776554863303000000,1776554923310000000,475237.0166358595
FlushQueue.executionTimeMaxNs,1776554863303000000,1776554923310000000,185597951
NonBlockingReadAction.finalizedExecutionTimeUs,1776554863303000000,1776554923310000000,969676
NonBlockingReadAction.failedExecutionsCount,1776554863303000000,1776554923310000000,0
FlushQueue.queueSizeAvg,1776554863303000000,1776554923310000000,22.663868368032237
FlushQueue.executionTime90PNs,1776554863303000000,1776554923310000000,317439
AWTEventQueue.dispatchTimeMaxNs,1776554863303000000,1776554923310000000,248512511
FlushQueue.waitingTimeAvgNs,1776554863303000000,1776554923310000000,4.0619932822028205E7
FlushQueue.queueSizeMax,1776554863303000000,1776554923310000000,142
AWTEventQueue.dispatchTimeTotalNS,1776554863303000000,1776554923310000000,3598435724
FlushQueue.waitingTime90PNs,1776554863303000000,1776554923310000000,135266303
NonBlockingReadAction.failedExecutionTimeUs,1776554863303000000,1776554923310000000,0
AWTEventQueue.dispatchTime90PNs,1776554863303000000,1776554923310000000,274431
FlushQueue.queueSize90P,1776554863303000000,1776554923310000000,86
FlushQueue.tasksExecuted,1776554863303000000,1776554923310000000,2978
FlushQueue.executionTimeAvgNs,1776554863303000000,1776554923310000000,588200.0379449294
AWTEventQueue.eventsDispatched,1776554863303000000,1776554923310000000,7574
FlushQueue.waitingTimeMaxNs,1776554863303000000,1776554923310000000,482344959
FileNameCache.queries,1776554863303000000,1776554923310000000,261588
FileNameCache.totalMisses,1776554863303000000,1776554923310000000,3768
FileNameCache.fastMisses,1776554863303000000,1776554923310000000,14424
workspaceModel.update.unloaded.entities.ms,1776554863303000000,1776554923310000000,0
workspaceModel.collect.changes.ms,1776554863303000000,1776554923310000000,0
workspaceModel.updates.ms,1776554863303000000,1776554923310000000,29
workspaceModel.updates.count,1776554863303000000,1776554923310000000,3
workspaceModel.check.recursive.update.ms,1776554863303000000,1776554923310000000,1
workspaceModel.initializing.ms,1776554863303000000,1776554923310000000,1
workspaceModel.loading.total.ms,1776554863303000000,1776554923310000000,67
workspaceModel.init.bridges.ms,1776554863303000000,1776554923310000000,1
workspaceModel.updates.precise.ms,1776554863303000000,1776554923310000000,13
workspaceModel.pre.handlers.ms,1776554863303000000,1776554923310000000,0
workspaceModel.replace.project.model.ms,1776554863303000000,1776554923310000000,0
workspaceModel.to.snapshot.ms,1776554863303000000,1776554923310000000,0
workspaceModel.loading.from.cache.ms,1776554863303000000,1776554923310000000,51
jps.app.storage.content.reader.load.component.ms,1776554863303000000,1776554923310000000,0
jps.artifact.entities.serializer.save.entities.ms,1776554863303000000,1776554923310000000,0
workspaceModel.sync.entities.ms,1776554863303000000,1776554923310000000,0
workspaceModel.save.cache.to.file.ms,1776554863303000000,1776554923310000000,20
jps.apply.loaded.storage.ms,1776554863303000000,1776554923310000000,9
workspaceModel.mutableEntityStorage.modify.entity.ms,1776554863303000000,1776554923310000000,4
jps.global.handle.before.change.events.ms,1776554863303000000,1776554923310000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776554863303000000,1776554923310000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1776554863303000000,1776554923310000000,0
jps.load.project.to.empty.storage.ms,1776554863303000000,1776554923310000000,35
jps.global.get.libraries.ms,1776554863303000000,1776554923310000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776554863303000000,1776554923310000000,0
jps.global.initialize.library.bridges.after.loading.ms,1776554863303000000,1776554923310000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776554863303000000,1776554923310000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1776554863303000000,1776554923310000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1776554863303000000,1776554923310000000,6
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776554863303000000,1776554923310000000,0
jps.app.storage.content.writer.save.component.ms,1776554863303000000,1776554923310000000,0
workspaceModel.load.cache.from.file.ms,1776554863303000000,1776554923310000000,49
jps.global.get.library.ms,1776554863303000000,1776554923310000000,0
jps.reload.project.entities.ms,1776554863303000000,1776554923310000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1776554863303000000,1776554923310000000,0
jps.global.initialize.library.bridges.ms,1776554863303000000,1776554923310000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776554863303000000,1776554923310000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1776554863303000000,1776554923310000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776554863303000000,1776554923310000000,1
jps.project.serializers.save.ms,1776554863303000000,1776554923310000000,1
jps.load.initial.state.ms,1776554863303000000,1776554923310000000,3
jps.library.entities.serializer.load.entities.ms,1776554863303000000,1776554923310000000,0
