# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalCpuTimeMs,1776555343992000000,1776555403995000000,39964
JVM.maxNativeBytes,1776555343992000000,1776555403995000000,-1
JVM.maxHeapBytes,1776555343992000000,1776555403995000000,2147483648
OS.loadAverage,1776555343992000000,1776555403995000000,4.1708984375
JVM.usedHeapBytes,1776555343992000000,1776555403995000000,408386304
JVM.threadCount,1776555343992000000,1776555403995000000,143
JVM.usedNativeBytes,1776555343992000000,1776555403995000000,352966368
JVM.GC.collections,1776555343992000000,1776555403995000000,29
JVM.GC.collectionTimesMs,1776555343992000000,1776555403995000000,71
FilePageCache.maxRegisteredFiles,1776555343992000000,1776555403995000000,651
FilePageCache.pageLoadsAboveSizeThreshold,1776555343992000000,1776555403995000000,0
FilePageCache.totalPageDisposalsUs,1776555343992000000,1776555403995000000,409
StorageLockContext.competingThreads.90P,1776555343992000000,1776555403995000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776555343992000000,1776555403995000000,364475
DirectByteBufferAllocator.disposed,1776555343992000000,1776555403995000000,0
FilePageCache.maxCacheSizeInBytes,1776555343992000000,1776555403995000000,273719296
FilePageCache.pageHits,1776555343992000000,1776555403995000000,0
StorageLockContext.competingThreads.avg,1776555343992000000,1776555403995000000,0.0
FilePageCache.pageFastCacheHits,1776555343992000000,1776555403995000000,21707
StreamlinedBlobStorage.recordsAllocated,1776555343992000000,1776555403995000000,5151
DirectByteBufferAllocator.misses,1776555343992000000,1776555403995000000,257
FilePageCache.pageLoads,1776555343992000000,1776555403995000000,260
FilePageCache.totalPageLoadsUs,1776555343992000000,1776555403995000000,96247
DirectByteBufferAllocator.reclaimed,1776555343992000000,1776555403995000000,3
FilePageCache.disposedBuffers,1776555343992000000,1776555403995000000,3
StreamlinedBlobStorage.recordsDeleted,1776555343992000000,1776555403995000000,0
StorageLockContext.competingThreads.max,1776555343992000000,1776555403995000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776555343992000000,1776555403995000000,101515
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776555343992000000,1776555403995000000,0
FilePageCache.capacityInBytes,1776555343992000000,1776555403995000000,524288000
DirectByteBufferAllocator.hits,1776555343992000000,1776555403995000000,3
FilePageCache.uncachedFileAccess,1776555343992000000,1776555403995000000,149
StreamlinedBlobStorage.recordsRelocated,1776555343992000000,1776555403995000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776555343992000000,1776555403995000000,273719296
FileNameCache.queries,1776555343992000000,1776555403995000000,263360
FileNameCache.fastMisses,1776555343992000000,1776555403995000000,14481
FileNameCache.totalMisses,1776555343992000000,1776555403995000000,3768
IndexesFlusher.totalFlushingTimeUs,1776555343992000000,1776555403995000000,450247
Indexes.entries.lookupDuration90PMs,1776555343992000000,1776555403995000000,1.0
VFSFlusher.totalFlushesRetried,1776555343992000000,1776555403995000000,0
VFSFlusher.totalFlushingTimeUs,1776555343992000000,1776555403995000000,6266
Indexes.allKeys.lookupDurationMaxMs,1776555343992000000,1776555403995000000,0.0
Indexes.entries.lookupDurationMaxMs,1776555343992000000,1776555403995000000,6.0
IndexesFlusher.totalFlushesRetried,1776555343992000000,1776555403995000000,0
Indexes.allKeys.lookups,1776555343992000000,1776555403995000000,0.0
Indexes.stubs.lookups,1776555343992000000,1776555403995000000,28.0
IndexesFlusher.totalFlushes,1776555343992000000,1776555403995000000,58
Indexes.stubs.lookupDurationMaxMs,1776555343992000000,1776555403995000000,21.0
Indexes.entries.lookupDurationAvgMs,1776555343992000000,1776555403995000000,0.32432432432432434
VFSFlusher.totalContentionQuotaSpent,1776555343992000000,1776555403995000000,0
IndexesFlusher.totalContentionQuotaSpent,1776555343992000000,1776555403995000000,0
VFSFlusher.totalFlushes,1776555343992000000,1776555403995000000,3
Indexes.stubs.lookupDuration90PMs,1776555343992000000,1776555403995000000,1.0
Indexes.allKeys.lookupDuration90PMs,1776555343992000000,1776555403995000000,0.0
Indexes.entries.lookups,1776555343992000000,1776555403995000000,37.0
Indexes.allKeys.lookupDurationAvgMs,1776555343992000000,1776555403995000000,0.0
Indexes.stubs.lookupDurationAvgMs,1776555343992000000,1776555403995000000,0.9285714285714286
workspaceModel.moduleBridge.before.changed.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776555343992000000,1776555403995000000,0
jps.apply.loaded.storage.ms,1776555343992000000,1776555403995000000,8
jps.global.handle.before.change.events.ms,1776555343992000000,1776555403995000000,0
workspaceModel.global.apply.state.to.project.ms,1776555343992000000,1776555403995000000,15
jps.save.changed.project.entities.ms,1776555343992000000,1776555403995000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776555343992000000,1776555403995000000,0
workspaceModel.global.updates.count,1776555343992000000,1776555403995000000,0
jps.reload.project.entities.ms,1776555343992000000,1776555403995000000,0
workspaceModel.global.updates.ms,1776555343992000000,1776555403995000000,0
jps.storage.jps.conf.reader.load.component.ms,1776555343992000000,1776555403995000000,5
jps.global.initialize.library.bridges.ms,1776555343992000000,1776555403995000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776555343992000000,1776555403995000000,28
workspaceModel.sync.entities.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1776555343992000000,1776555403995000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776555343992000000,1776555403995000000,0
workspaceModel.moduleBridge.update.option.ms,1776555343992000000,1776555403995000000,0
jps.module.iml.entities.serializer.save.entities.ms,1776555343992000000,1776555403995000000,0
jps.artifact.entities.serializer.save.entities.ms,1776555343992000000,1776555403995000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776555343992000000,1776555403995000000,4
workspaceModel.mutableEntityStorage.collect.changes.ms,1776555343992000000,1776555403995000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776555343992000000,1776555403995000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776555343992000000,1776555403995000000,375
workspaceModel.mutableEntityStorage.referrers.ms,1776555343992000000,1776555403995000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1776555343992000000,1776555403995000000,36
jps.app.storage.content.writer.save.component.ms,1776555343992000000,1776555403995000000,0
jps.library.entities.serializer.save.entities.ms,1776555343992000000,1776555403995000000,0
jps.global.get.library.ms,1776555343992000000,1776555403995000000,0
jps.global.get.library.by.name.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776555343992000000,1776555403995000000,6
workspaceModel.mutableEntityStorage.add.entity.ms,1776555343992000000,1776555403995000000,7
workspaceModel.mutableEntityStorage.modify.entity.ms,1776555343992000000,1776555403995000000,3
workspaceModel.moduleManagerBridge.get.modules.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776555343992000000,1776555403995000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1776555343992000000,1776555403995000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776555343992000000,1776555403995000000,0
jps.facet.change.listener.process.change.events.ms,1776555343992000000,1776555403995000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1776555343992000000,1776555403995000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1776555343992000000,1776555403995000000,0
