# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.replace.project.model.ms,1776570767594000000,1776570827601000000,0
workspaceModel.pre.handlers.ms,1776570767594000000,1776570827601000000,0
workspaceModel.updates.precise.ms,1776570767594000000,1776570827601000000,12
workspaceModel.init.bridges.ms,1776570767594000000,1776570827601000000,1
workspaceModel.update.unloaded.entities.ms,1776570767594000000,1776570827601000000,0
workspaceModel.initializing.ms,1776570767594000000,1776570827601000000,1
workspaceModel.check.recursive.update.ms,1776570767594000000,1776570827601000000,0
workspaceModel.loading.total.ms,1776570767594000000,1776570827601000000,68
workspaceModel.updates.count,1776570767594000000,1776570827601000000,3
workspaceModel.updates.ms,1776570767594000000,1776570827601000000,29
workspaceModel.to.snapshot.ms,1776570767594000000,1776570827601000000,1
workspaceModel.collect.changes.ms,1776570767594000000,1776570827601000000,0
workspaceModel.loading.from.cache.ms,1776570767594000000,1776570827601000000,63
FilePageCache.pageLoads,1776570767594000000,1776570827601000000,260
DirectByteBufferAllocator.disposed,1776570767594000000,1776570827601000000,0
StreamlinedBlobStorage.recordsRelocated,1776570767594000000,1776570827601000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776570767594000000,1776570827601000000,273719296
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776570767594000000,1776570827601000000,0
FilePageCache.totalPageDisposalsUs,1776570767594000000,1776570827601000000,431
DirectByteBufferAllocator.hits,1776570767594000000,1776570827601000000,3
StorageLockContext.competingThreads.max,1776570767594000000,1776570827601000000,0
StorageLockContext.competingThreads.avg,1776570767594000000,1776570827601000000,0.0
FilePageCache.maxRegisteredFiles,1776570767594000000,1776570827601000000,651
DirectByteBufferAllocator.misses,1776570767594000000,1776570827601000000,257
FilePageCache.capacityInBytes,1776570767594000000,1776570827601000000,524288000
StreamlinedBlobStorage.recordsAllocated,1776570767594000000,1776570827601000000,5151
FilePageCache.pageLoadsAboveSizeThreshold,1776570767594000000,1776570827601000000,0
FilePageCache.pageFastCacheHits,1776570767594000000,1776570827601000000,21747
DirectByteBufferAllocator.reclaimed,1776570767594000000,1776570827601000000,3
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776570767594000000,1776570827601000000,364475
FilePageCache.uncachedFileAccess,1776570767594000000,1776570827601000000,149
FilePageCache.disposedBuffers,1776570767594000000,1776570827601000000,3
FilePageCache.maxCacheSizeInBytes,1776570767594000000,1776570827601000000,273719296
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776570767594000000,1776570827601000000,101519
FilePageCache.totalPageLoadsUs,1776570767594000000,1776570827601000000,163795
FilePageCache.pageHits,1776570767594000000,1776570827601000000,0
StorageLockContext.competingThreads.90P,1776570767594000000,1776570827601000000,0
StreamlinedBlobStorage.recordsDeleted,1776570767594000000,1776570827601000000,0
FileNameCache.totalMisses,1776570767594000000,1776570827601000000,3768
FileNameCache.queries,1776570767594000000,1776570827601000000,271676
FileNameCache.fastMisses,1776570767594000000,1776570827601000000,15322
