# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.save.global.entities.ms,1776552299145000000,1776552359160000000,3
jps.load.initial.state.ms,1776552299145000000,1776552359160000000,4
jps.artifact.entities.serializer.load.entities.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776552299145000000,1776552359160000000,1
jps.apply.loaded.storage.ms,1776552299145000000,1776552359160000000,13
workspaceModel.global.updates.count,1776552299145000000,1776552359160000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1776552299145000000,1776552359160000000,1
jps.save.changed.project.entities.ms,1776552299145000000,1776552359160000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776552299145000000,1776552359160000000,449
workspaceModel.delayed.project.synchronizer.sync.ms,1776552299145000000,1776552359160000000,85
jps.facet.change.listener.before.change.events.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleBridge.update.option.ms,1776552299145000000,1776552359160000000,0
jps.library.entities.serializer.load.entities.ms,1776552299145000000,1776552359160000000,0
workspaceModel.global.apply.state.to.project.ms,1776552299145000000,1776552359160000000,16
workspaceModel.mutableEntityStorage.add.entity.ms,1776552299145000000,1776552359160000000,18
jps.global.get.libraries.ms,1776552299145000000,1776552359160000000,0
jps.facet.change.listener.init.bridge.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1776552299145000000,1776552359160000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776552299145000000,1776552359160000000,48
jps.project.serializers.load.ms,1776552299145000000,1776552359160000000,32
workspaceModel.load.cache.from.file.ms,1776552299145000000,1776552359160000000,139
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1776552299145000000,1776552359160000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776552299145000000,1776552359160000000,9
jps.project.serializers.save.ms,1776552299145000000,1776552359160000000,1
workspaceModel.sync.entities.ms,1776552299145000000,1776552359160000000,0
jps.global.handle.before.change.events.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1776552299145000000,1776552359160000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1776552299145000000,1776552359160000000,0
jps.app.storage.content.writer.save.component.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776552299145000000,1776552359160000000,0
jps.storage.jps.conf.reader.load.component.ms,1776552299145000000,1776552359160000000,5
jps.app.storage.content.reader.load.component.ms,1776552299145000000,1776552359160000000,1
workspaceModel.moduleBridge.before.changed.ms,1776552299145000000,1776552359160000000,0
jps.global.initialize.library.bridges.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776552299145000000,1776552359160000000,1
workspaceModel.global.updates.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1776552299145000000,1776552359160000000,6
jps.module.iml.entities.serializer.save.entities.ms,1776552299145000000,1776552359160000000,0
jps.reload.project.entities.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776552299145000000,1776552359160000000,0
workspaceModel.save.cache.to.file.ms,1776552299145000000,1776552359160000000,25
jps.global.get.library.by.name.ms,1776552299145000000,1776552359160000000,0
jps.global.handle.changed.events.ms,1776552299145000000,1776552359160000000,0
workspaceModel.orphan.listener.update.ms,1776552299145000000,1776552359160000000,1
jps.library.entities.serializer.save.entities.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1776552299145000000,1776552359160000000,0
jps.load.project.to.empty.storage.ms,1776552299145000000,1776552359160000000,72
jps.global.initialize.library.bridges.after.loading.ms,1776552299145000000,1776552359160000000,0
jps.facet.change.listener.process.change.events.ms,1776552299145000000,1776552359160000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776552299145000000,1776552359160000000,1
jps.global.get.library.ms,1776552299145000000,1776552359160000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1776552299145000000,1776552359160000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776552299145000000,1776552359160000000,19
workspaceModel.mutableEntityStorage.collect.changes.ms,1776552299145000000,1776552359160000000,0
jps.artifact.entities.serializer.save.entities.ms,1776552299145000000,1776552359160000000,0
IndexesFlusher.totalFlushingTimeUs,1776552299145000000,1776552359160000000,829378
Indexes.stubs.lookups,1776552299145000000,1776552359160000000,24.0
Indexes.stubs.lookupDurationAvgMs,1776552299145000000,1776552359160000000,0.9583333333333334
Indexes.entries.lookupDurationMaxMs,1776552299145000000,1776552359160000000,4.0
VFSFlusher.totalContentionQuotaSpent,1776552299145000000,1776552359160000000,0
Indexes.stubs.lookupDurationMaxMs,1776552299145000000,1776552359160000000,17.0
Indexes.stubs.lookupDuration90PMs,1776552299145000000,1776552359160000000,3.0
IndexesFlusher.totalContentionQuotaSpent,1776552299145000000,1776552359160000000,0
IndexesFlusher.totalFlushesRetried,1776552299145000000,1776552359160000000,0
Indexes.entries.lookupDurationAvgMs,1776552299145000000,1776552359160000000,0.40540540540540543
