# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFSFlusher.totalFlushingTimeUs,1776554094015000000,1776554154022000000,6860
IndexesFlusher.totalFlushesRetried,1776554094015000000,1776554154022000000,0
IndexesFlusher.totalFlushingTimeUs,1776554094015000000,1776554154022000000,482862
Indexes.entries.lookupDurationMaxMs,1776554094015000000,1776554154022000000,38.0
VFSFlusher.totalFlushes,1776554094015000000,1776554154022000000,3
VFSFlusher.totalFlushesRetried,1776554094015000000,1776554154022000000,0
Indexes.allKeys.lookups,1776554094015000000,1776554154022000000,0.0
Indexes.entries.lookupDuration90PMs,1776554094015000000,1776554154022000000,2.0
Indexes.entries.lookups,1776554094015000000,1776554154022000000,39.0
Indexes.allKeys.lookupDurationAvgMs,1776554094015000000,1776554154022000000,0.0
VFSFlusher.totalContentionQuotaSpent,1776554094015000000,1776554154022000000,0
Indexes.stubs.lookups,1776554094015000000,1776554154022000000,20.0
IndexesFlusher.totalContentionQuotaSpent,1776554094015000000,1776554154022000000,0
Indexes.stubs.lookupDuration90PMs,1776554094015000000,1776554154022000000,0.0
IndexesFlusher.totalFlushes,1776554094015000000,1776554154022000000,58
Indexes.stubs.lookupDurationAvgMs,1776554094015000000,1776554154022000000,0.1
Indexes.entries.lookupDurationAvgMs,1776554094015000000,1776554154022000000,1.8974358974358974
Indexes.stubs.lookupDurationMaxMs,1776554094015000000,1776554154022000000,2.0
Indexes.allKeys.lookupDurationMaxMs,1776554094015000000,1776554154022000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776554094015000000,1776554154022000000,0.0
FilePageCache.pageHits,1776554094015000000,1776554154022000000,0
StreamlinedBlobStorage.recordsDeleted,1776554094015000000,1776554154022000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776554094015000000,1776554154022000000,364475
FilePageCache.pageFastCacheHits,1776554094015000000,1776554154022000000,22286
FilePageCache.capacityInBytes,1776554094015000000,1776554154022000000,524288000
FilePageCache.maxCacheSizeInBytes,1776554094015000000,1776554154022000000,273719296
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776554094015000000,1776554154022000000,101515
StreamlinedBlobStorage.recordsRelocated,1776554094015000000,1776554154022000000,0
FilePageCache.pageLoads,1776554094015000000,1776554154022000000,275
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776554094015000000,1776554154022000000,273719296
DirectByteBufferAllocator.misses,1776554094015000000,1776554154022000000,257
FilePageCache.maxRegisteredFiles,1776554094015000000,1776554154022000000,651
StreamlinedBlobStorage.recordsAllocated,1776554094015000000,1776554154022000000,5151
DirectByteBufferAllocator.disposed,1776554094015000000,1776554154022000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776554094015000000,1776554154022000000,0
StorageLockContext.competingThreads.max,1776554094015000000,1776554154022000000,0
DirectByteBufferAllocator.reclaimed,1776554094015000000,1776554154022000000,18
DirectByteBufferAllocator.hits,1776554094015000000,1776554154022000000,18
FilePageCache.disposedBuffers,1776554094015000000,1776554154022000000,18
