# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFSFlusher.totalContentionQuotaSpent,1776552585949000000,1776552645960000000,0
Indexes.stubs.lookupDuration90PMs,1776552585949000000,1776552645960000000,1.0
Indexes.stubs.lookupDurationMaxMs,1776552585949000000,1776552645960000000,9.0
Indexes.entries.lookups,1776552585949000000,1776552645960000000,35.0
IndexesFlusher.totalContentionQuotaSpent,1776552585949000000,1776552645960000000,0
Indexes.stubs.lookupDurationAvgMs,1776552585949000000,1776552645960000000,0.40625
Indexes.allKeys.lookupDurationAvgMs,1776552585949000000,1776552645960000000,0.0
VFSFlusher.totalFlushes,1776552585949000000,1776552645960000000,3
Indexes.entries.lookupDurationAvgMs,1776552585949000000,1776552645960000000,1.2571428571428571
Indexes.entries.lookupDuration90PMs,1776552585949000000,1776552645960000000,1.0
IndexesFlusher.totalFlushingTimeUs,1776552585949000000,1776552645960000000,787344
Indexes.entries.lookupDurationMaxMs,1776552585949000000,1776552645960000000,35.0
VFSFlusher.totalFlushesRetried,1776552585949000000,1776552645960000000,0
Indexes.stubs.lookups,1776552585949000000,1776552645960000000,32.0
VFSFlusher.totalFlushingTimeUs,1776552585949000000,1776552645960000000,8173
Indexes.allKeys.lookupDurationMaxMs,1776552585949000000,1776552645960000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776552585949000000,1776552645960000000,0.0
Indexes.allKeys.lookups,1776552585949000000,1776552645960000000,0.0
IndexesFlusher.totalFlushesRetried,1776552585949000000,1776552645960000000,0
IndexesFlusher.totalFlushes,1776552585949000000,1776552645960000000,57
workspaceModel.updates.precise.ms,1776552585949000000,1776552645960000000,17
workspaceModel.loading.total.ms,1776552585949000000,1776552645960000000,163
workspaceModel.update.unloaded.entities.ms,1776552585949000000,1776552645960000000,0
workspaceModel.updates.count,1776552585949000000,1776552645960000000,3
workspaceModel.replace.project.model.ms,1776552585949000000,1776552645960000000,0
